filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.35124698281288147,0.13731569051742554,1635.071666034174,2031.2258271129858,3567.3943889881384,0.06574878482298317,-170.83595275878906,125.60770416259766,23.908620834350586,27.995145797729492,0.6218370795249939,10.994752883911133,4.848732948303223,-1.8435394763946533,10.886201858520508,2.413999557495117,2.4420502185821533,-1.0906155109405518,-2.7956066131591797,2.3094539642333984,-3.534917116165161,-0.7629354000091553,-5.519877910614014,2.912148952484131,-0.13906607031822205,3.0325071811676025,lmaoextracolumn
