filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.33043283224105835,0.21053075790405273,1936.72273461292,2103.4608591144342,4318.750708475406,0.07740405542658155,-145.7581024169922,118.71552276611328,15.934517860412598,21.40557861328125,17.710981369018555,-0.8109997510910034,18.484935760498047,-0.250338077545166,1.1432666778564453,3.5449626445770264,-10.281943321228027,2.27797269821167,-2.737605094909668,-0.28552186489105225,-6.773473739624023,1.1303839683532715,0.8905407190322876,9.916220664978027,7.925686359405518,11.123279571533203,lmaoextracolumn
