filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.3477863669395447,0.18397651612758636,2367.855064637055,2373.421297881436,4818.932149026951,0.11720166950812537,-114.1213150024414,84.61227416992188,8.582939147949219,12.592127799987793,-9.677699089050293,-11.962167739868164,3.0323257446289062,-9.475885391235352,3.1468465328216553,4.648955345153809,-7.771716594696045,5.266531944274902,-0.08166737854480743,3.026679515838623,-1.2527467012405396,-2.794210910797119,-1.3859748840332031,4.071943283081055,-6.748983383178711,3.6029856204986572,lmaoextracolumn
