filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.4925655424594879,0.16939310729503632,1981.9847269270188,2042.2156190468475,3810.8208141005875,0.08197967299042368,-94.88192749023438,101.74060821533203,-32.24750900268555,27.22276496887207,1.797501802444458,6.31785249710083,5.894082546234131,10.44680404663086,-4.838982105255127,-0.10149817168712616,-1.187663197517395,2.6300735473632812,-2.0203475952148438,0.7456377744674683,-4.045970916748047,2.458400249481201,-2.0237772464752197,0.7291236519813538,-3.0523104667663574,2.541745185852051,lmaoextracolumn
