filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.37356603145599365,0.19873254001140594,1036.6772499405408,1970.5313155782019,1638.6855060668165,0.027626006601857225,-281.62615966796875,117.19075775146484,62.919227600097656,56.85464859008789,36.02295684814453,-16.79129409790039,7.190644264221191,3.075800895690918,-18.566190719604492,-15.26686954498291,-13.428994178771973,-2.1802918910980225,-14.195694923400879,5.719821453094482,-0.6427606344223022,6.968180179595947,0.41643503308296204,5.525005340576172,1.0340887308120728,1.3743724822998047,lmaoextracolumn
