filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,lmaoextracolumnheader
filename,0.5005030035972595,0.16749602556228638,3531.1984950607934,2861.677702608734,6942.558386875181,0.1677236175094312,-82.98725128173828,38.36246871948242,2.5066261291503906,24.353784561157227,0.9726781845092773,13.063823699951172,0.7600713968276978,6.383767127990723,-3.4145658016204834,5.2105889320373535,-2.902777671813965,4.3355488777160645,-3.1171634197235107,-0.22601838409900665,-5.3837714195251465,3.502636194229126,-3.433520555496216,3.808403253555298,-2.455019235610962,0.5881510376930237,lmaoextracolumn
