2.8421430e-06,5.7292743e-12,7.8155682e-10,1.5546584e-05,9.9153781e-01,8.9330302e-07,1.0223916e-03,8.8244927e-04,6.5083401e-03,2.9536213e-05
-4.1590297e-06,0.11100347,0.14450517,0.39470205,1.0,0.18331681,0.051025108,0.05790006,0.07004231,0.071495555,0.052860484,0.06864224,0.08245083,
-0.0016348637,0.9280797,1.0,0.9131339,0.74066705,0.5669328,0.49633697,0.4821056,0.52671117,0.49311212,0.47267368,0.46543515,0.66152436,
-0.0015276382,0.783981,0.57203984,0.44829735,0.37882197,0.3074651,0.29486725,0.37040138,0.5206716,0.55005884,0.62948066,0.9732229,1.0,
0.0024905486,0.3529766,0.47481877,0.4229462,0.35621536,0.25870842,0.25240332,0.20153789,0.6422247,1.0,0.48414984,0.6047976,0.43444684,
0.07613752,0.6584847,1.0,0.70287037,0.48680463,0.6012975,0.5650494,0.25588387,0.5445273,0.5013335,0.54651606,0.5269746,0.5350107,
0.060439847,0.35671383,0.74169654,1.0,0.85781705,0.6130173,0.8247099,0.4306156,0.48872334,0.5125606,0.52706665,0.3326533,0.2595689,
0.005307407,1.0,0.8805807,0.50469387,0.44674417,0.5237922,0.4513958,0.46682888,0.53873783,0.6319341,0.69246805,0.71791375,0.78127795,
-0.0021519046,0.64633155,0.7729892,1.0,0.9600734,0.5167638,0.41625318,0.29017368,0.33381778,0.32421967,0.35850957,0.30278632,0.4622762,
0.2842239,1.0,0.9977639,0.9733609,0.97098917,0.97526354,0.9123648,0.74415207,0.6128362,0.5534245,0.61825085,0.7678246,0.91284126,
-0.42116567,0.9686604,1.0,0.9608672,0.876741,0.77831876,0.689141,0.61088675,0.59891266,0.613141,0.6705139,0.7572757,0.84462553,
-0.33184922,0.9574864,1.0,0.9721418,0.9098865,0.8402339,0.7680765,0.69384545,0.67287695,0.6699816,0.7038214,0.76254576,0.8280749,
-0.3318027,0.34226817,0.50305206,0.8556071,1.0,0.9836211,0.9152518,0.61902565,0.43680176,0.41401762,0.4133885,0.41824034,0.3663045,
-0.10502336,0.71006495,0.730156,0.78358036,0.89025795,0.9984564,1.0,0.8581499,0.7198722,0.6447523,0.6412683,0.66068006,0.67888945,
0.23810376,1.0,0.9961926,0.9778988,0.9864754,0.9955736,0.9345145,0.7643112,0.62691224,0.56435835,0.6251104,0.77261597,0.91354436,
-0.42637283,0.9699248,1.0,0.9594312,0.8745341,0.7759676,0.68664455,0.6086121,0.5970971,0.6118717,0.6708043,0.7589197,0.84637123,
-0.32827842,0.9575427,1.0,0.9718789,0.90953374,0.83993876,0.76774853,0.69334453,0.6725061,0.6701647,0.7048274,0.76289284,0.8279807,
-0.35637656,0.35012344,0.5060889,0.8530478,1.0,0.9978605,0.9423933,0.6508141,0.47364652,0.44420055,0.43733597,0.44137827,0.38385433,
-0.11990133,0.7224063,0.7425127,0.7939769,0.89695126,1.0,0.998539,0.8554077,0.7174631,0.64374316,0.6439433,0.66801304,0.6890384,
0.21333247,1.0,0.99777824,0.97569925,0.9792676,0.99103194,0.93180126,0.76326925,0.63014966,0.5678325,0.63084793,0.7772717,0.9169953,
-0.39758602,0.970788,1.0,0.9559997,0.871484,0.7777855,0.6919577,0.6154284,0.6042328,0.61835873,0.67544216,0.7610311,0.84713143,
-0.2950446,0.9576444,1.0,0.9719677,0.90969086,0.840179,0.7681053,0.69390017,0.6729959,0.67023414,0.7041545,0.7628415,0.8283151,
-0.5678152,0.38680544,0.54567105,0.86102444,0.9964054,1.0,0.94465506,0.67326546,0.48947,0.40324572,0.36631814,0.37725857,0.38091066,
-0.10780441,0.7149874,0.73441035,0.7864297,0.8912767,0.9985041,1.0,0.8581841,0.7219695,0.6494645,0.64727825,0.66664326,0.6841861,
0.22916289,1.0,0.9969202,0.9756125,0.9732581,0.97003156,0.9023872,0.7356097,0.6063778,0.5510206,0.6179282,0.7685575,0.9123626,
